time	species	count	transcript	ribo_density
39.001890	proteinX	2.000000	2.000000	0.000000
39.001890	proteinX_rbs	0.000000	0.000000	0.000000
39.001890	ribosome	10.000000	0.000000	0.000000
39.001890	rnapol	1.000000	0.000000	0.000000
39.999265	__rnase	0.000000	0.000000	0.000000
39.999265	__rnase_site	0.000000	0.000000	0.000000
39.999265	phi1	1.000000	0.000000	0.000000
39.999265	proteinX	2.000000	3.000000	0.000000
39.999265	proteinX_rbs	1.000000	0.000000	0.000000
39.999265	ribosome	10.000000	0.000000	0.000000
39.999265	rnapol	0.000000	0.000000	0.000000
41.006350	__rnase	0.000000	0.000000	0.000000
41.006350	__rnase_site	0.000000	0.000000	0.000000
41.006350	phi1	1.000000	0.000000	0.000000
41.006350	proteinX	2.000000	2.000000	0.000000
41.006350	proteinX_rbs	0.000000	0.000000	0.000000
41.006350	ribosome	10.000000	0.000000	0.000000
41.006350	rnapol	0.000000	0.000000	0.000000
42.003751	__rnase	0.000000	0.000000	0.000000
42.003751	__rnase_site	0.000000	0.000000	0.000000
42.003751	phi1	1.000000	0.000000	0.000000
42.003751	proteinX	2.000000	2.000000	0.000000
42.003751	proteinX_rbs	0.000000	0.000000	0.000000
42.003751	ribosome	10.000000	0.000000	0.000000
42.003751	rnapol	0.000000	0.000000	0.000000
43.000495	__rnase	0.000000	0.000000	0.000000
43.000495	__rnase_site	0.000000	0.000000	0.000000
43.000495	phi1	1.000000	0.000000	0.000000
43.000495	proteinX	2.000000	2.000000	0.000000
43.000495	proteinX_rbs	0.000000	0.000000	0.000000
43.000495	ribosome	10.000000	0.000000	0.000000
43.000495	rnapol	1.000000	0.000000	0.000000
44.000127	__rnase	0.000000	0.000000	0.000000
44.000127	__rnase_site	0.000000	0.000000	0.000000
44.000127	phi1	1.000000	0.000000	0.000000
44.000127	proteinX	2.000000	2.000000	0.000000
44.000127	proteinX_rbs	0.000000	0.000000	0.000000
44.000127	ribosome	10.000000	0.000000	0.000000
44.000127	rnapol	0.000000	0.000000	0.000000
45.000737	__rnase	0.000000	0.000000	0.000000
45.000737	__rnase_site	0.000000	0.000000	0.000000
45.000737	phi1	1.000000	0.000000	0.000000
45.000737	proteinX	2.000000	2.000000	0.000000
45.000737	proteinX_rbs	0.000000	0.000000	0.000000
45.000737	ribosome	10.000000	0.000000	0.000000
45.000737	rnapol	0.000000	0.000000	0.000000
46.000010	__rnase	0.000000	0.000000	0.000000
46.000010	__rnase_site	0.000000	0.000000	0.000000
46.000010	phi1	1.000000	0.000000	0.000000
46.000010	proteinX	2.000000	2.000000	0.000000
46.000010	proteinX_rbs	0.000000	0.000000	0.000000
46.000010	ribosome	10.000000	0.000000	0.000000
46.000010	rnapol	0.000000	0.000000	0.000000
47.002326	__rnase	0.000000	0.000000	0.000000
47.002326	__rnase_site	0.000000	0.000000	0.000000
47.002326	phi1	1.000000	0.000000	0.000000
47.002326	proteinX	2.000000	2.000000	0.000000
47.002326	proteinX_rbs	0.000000	0.000000	0.000000
47.002326	ribosome	10.000000	0.000000	0.000000
47.002326	rnapol	1.000000	0.000000	0.000000
47.999429	__rnase	0.000000	0.000000	0.000000
47.999429	__rnase_site	0.000000	0.000000	0.000000
47.999429	phi1	1.000000	0.000000	0.000000
47.999429	proteinX	2.000000	2.000000	0.000000
47.999429	proteinX_rbs	0.000000	0.000000	0.000000
47.999429	ribosome	10.000000	0.000000	0.000000
47.999429	rnapol	1.000000	0.000000	0.000000
48.999474	__rnase	0.000000	0.000000	0.000000
48.999474	__rnase_site	0.000000	0.000000	0.000000
48.999474	phi1	1.000000	0.000000	0.000000
48.999474	proteinX	2.000000	2.000000	0.000000
48.999474	proteinX_rbs	0.000000	0.000000	0.000000
48.999474	ribosome	10.000000	0.000000	0.000000
48.999474	rnapol	1.000000	0.000000	0.000000
50.000367	__rnase	0.000000	0.000000	0.000000
50.000367	__rnase_site	0.000000	0.000000	0.000000
50.000367	phi1	1.000000	0.000000	0.000000
50.000367	proteinX	2.000000	2.000000	0.000000
50.000367	proteinX_rbs	0.000000	0.000000	0.000000
50.000367	ribosome	10.000000	0.000000	0.000000
50.000367	rnapol	1.000000	0.000000	0.000000
51.002882	__rnase	0.000000	0.000000	0.000000
51.002882	__rnase_site	0.000000	0.000000	0.000000
51.002882	phi1	1.000000	0.000000	0.000000
51.002882	proteinX	2.000000	2.000000	0.000000
51.002882	proteinX_rbs	0.000000	0.000000	0.000000
51.002882	ribosome	10.000000	0.000000	0.000000
51.002882	rnapol	0.000000	0.000000	0.000000
52.003225	__rnase	0.000000	0.000000	0.000000
52.003225	__rnase_site	0.000000	0.000000	0.000000
52.003225	phi1	1.000000	0.000000	0.000000
52.003225	proteinX	2.000000	2.000000	0.000000
52.003225	proteinX_rbs	0.000000	0.000000	0.000000
52.003225	ribosome	10.000000	0.000000	0.000000
52.003225	rnapol	0.000000	0.000000	0.000000
53.012637	__rnase	0.000000	0.000000	0.000000
53.012637	__rnase_site	0.000000	0.000000	0.000000
53.012637	phi1	1.000000	0.000000	0.000000
53.012637	proteinX	2.000000	2.000000	0.000000
53.012637	proteinX_rbs	0.000000	0.000000	0.000000
53.012637	ribosome	10.000000	0.000000	0.000000
53.012637	rnapol	1.000000	0.000000	0.000000
54.000229	__rnase	0.000000	0.000000	0.000000
54.000229	__rnase_site	0.000000	0.000000	0.000000
54.000229	phi1	1.000000	0.000000	0.000000
54.000229	proteinX	2.000000	2.000000	0.000000
54.000229	proteinX_rbs	0.000000	0.000000	0.000000
54.000229	ribosome	10.000000	0.000000	0.000000
54.000229	rnapol	1.000000	0.000000	0.000000
55.002586	__rnase	0.000000	0.000000	0.000000
55.002586	__rnase_site	0.000000	0.000000	0.000000
55.002586	phi1	1.000000	0.000000	0.000000
55.002586	proteinX	2.000000	2.000000	0.000000
55.002586	proteinX_rbs	0.000000	0.000000	0.000000
55.002586	ribosome	10.000000	0.000000	0.000000
55.002586	rnapol	0.000000	0.000000	0.000000
56.001906	__rnase	0.000000	0.000000	0.000000
56.001906	__rnase_site	0.000000	0.000000	0.000000
56.001906	phi1	1.000000	0.000000	0.000000
56.001906	proteinX	2.000000	2.000000	0.000000
56.001906	proteinX_rbs	0.000000	0.000000	0.000000
56.001906	ribosome	10.000000	0.000000	0.000000
56.001906	rnapol	0.000000	0.000000	0.000000
57.007158	__rnase	0.000000	0.000000	0.000000
57.007158	__rnase_site	0.000000	0.000000	0.000000
57.007158	phi1	1.000000	0.000000	0.000000
57.007158	proteinX	2.000000	2.000000	0.000000
57.007158	proteinX_rbs	0.000000	0.000000	0.000000
57.007158	ribosome	10.000000	0.000000	0.000000
57.007158	rnapol	0.000000	0.000000	0.000000
58.000403	__rnase	0.000000	0.000000	0.000000
58.000403	__rnase_site	0.000000	0.000000	0.000000
58.000403	phi1	1.000000	0.000000	0.000000
58.000403	proteinX	2.000000	2.000000	0.000000
58.000403	proteinX_rbs	0.000000	0.000000	0.000000
58.000403	ribosome	10.000000	0.000000	0.000000
58.000403	rnapol	1.000000	0.000000	0.000000
58.999209	__rnase	0.000000	0.000000	0.000000
58.999209	__rnase_site	0.000000	0.000000	0.000000
58.999209	phi1	1.000000	0.000000	0.000000
58.999209	proteinX	2.000000	2.000000	0.000000
58.999209	proteinX_rbs	0.000000	0.000000	0.000000
58.999209	ribosome	10.000000	0.000000	0.000000
58.999209	rnapol	1.000000	0.000000	0.000000
60.000859	__rnase	0.000000	0.000000	0.000000
60.000859	__rnase_site	0.000000	0.000000	0.000000
60.000859	phi1	1.000000	0.000000	0.000000
60.000859	proteinX	2.000000	2.000000	0.000000
60.000859	proteinX_rbs	0.000000	0.000000	0.000000
60.000859	ribosome	10.000000	0.000000	0.000000
60.000859	rnapol	0.000000	0.000000	0.000000
61.002436	__rnase	0.000000	0.000000	0.000000
61.002436	__rnase_site	0.000000	0.000000	0.000000
61.002436	phi1	1.000000	0.000000	0.000000
61.002436	proteinX	2.000000	2.000000	0.000000
61.002436	proteinX_rbs	0.000000	0.000000	0.000000
61.002436	ribosome	10.000000	0.000000	0.000000
61.002436	rnapol	0.000000	0.000000	0.000000
62.001841	__rnase	0.000000	0.000000	0.000000
62.001841	__rnase_site	0.000000	0.000000	0.000000
62.001841	phi1	1.000000	0.000000	0.000000
62.001841	proteinX	2.000000	2.000000	0.000000
62.001841	proteinX_rbs	0.000000	0.000000	0.000000
62.001841	ribosome	10.000000	0.000000	0.000000
62.001841	rnapol	1.000000	0.000000	0.000000
62.999967	__rnase	0.000000	0.000000	0.000000
62.999967	__rnase_site	0.000000	0.000000	0.000000
62.999967	phi1	1.000000	0.000000	0.000000
62.999967	proteinX	2.000000	2.000000	0.000000
62.999967	proteinX_rbs	0.000000	0.000000	0.000000
62.999967	ribosome	10.000000	0.000000	0.000000
62.999967	rnapol	1.000000	0.000000	0.000000
64.006167	__rnase	0.000000	0.000000	0.000000
64.006167	__rnase_site	0.000000	0.000000	0.000000
64.006167	phi1	1.000000	0.000000	0.000000
64.006167	proteinX	2.000000	2.000000	0.000000
64.006167	proteinX_rbs	0.000000	0.000000	0.000000
64.006167	ribosome	10.000000	0.000000	0.000000
64.006167	rnapol	1.000000	0.000000	0.000000
65.000672	__rnase	0.000000	0.000000	0.000000
65.000672	__rnase_site	0.000000	0.000000	0.000000
65.000672	phi1	1.000000	0.000000	0.000000
65.000672	proteinX	2.000000	2.000000	0.000000
65.000672	proteinX_rbs	0.000000	0.000000	0.000000
65.000672	ribosome	10.000000	0.000000	0.000000
65.000672	rnapol	1.000000	0.000000	0.000000
65.999254	__rnase	0.000000	0.000000	0.000000
65.999254	__rnase_site	0.000000	0.000000	0.000000
65.999254	phi1	1.000000	0.000000	0.000000
65.999254	proteinX	2.000000	2.000000	0.000000
65.999254	proteinX_rbs	0.000000	0.000000	0.000000
65.999254	ribosome	10.000000	0.000000	0.000000
65.999254	rnapol	1.000000	0.000000	0.000000
66.999364	__rnase	0.000000	0.000000	0.000000
66.999364	__rnase_site	0.000000	0.000000	0.000000
66.999364	phi1	1.000000	0.000000	0.000000
66.999364	proteinX	2.000000	2.000000	0.000000
66.999364	proteinX_rbs	0.000000	0.000000	0.000000
66.999364	ribosome	10.000000	0.000000	0.000000
66.999364	rnapol	1.000000	0.000000	0.000000
68.005005	__rnase	0.000000	0.000000	0.000000
68.005005	__rnase_site	1.000000	0.000000	0.000000
68.005005	phi1	1.000000	0.000000	0.000000
68.005005	proteinX	2.000000	2.000000	0.000000
68.005005	proteinX_rbs	0.000000	0.000000	0.000000
68.005005	ribosome	10.000000	0.000000	0.000000
68.005005	rnapol	0.000000	0.000000	0.000000
68.999833	__rnase	0.000000	0.000000	0.000000
68.999833	__rnase_site	1.000000	0.000000	0.000000
68.999833	phi1	1.000000	0.000000	0.000000
68.999833	proteinX	2.000000	3.000000	0.000000
68.999833	proteinX_rbs	1.000000	0.000000	0.000000
68.999833	ribosome	10.000000	0.000000	0.000000
68.999833	rnapol	0.000000	0.000000	0.000000
70.001109	__rnase	0.000000	0.000000	0.000000
70.001109	__rnase_site	0.000000	0.000000	0.000000
70.001109	phi1	1.000000	0.000000	0.000000
70.001109	proteinX	2.000000	2.000000	0.000000
70.001109	proteinX_rbs	0.000000	0.000000	0.000000
70.001109	ribosome	10.000000	0.000000	0.000000
70.001109	rnapol	0.000000	0.000000	0.000000
71.006363	__rnase	0.000000	0.000000	0.000000
71.006363	__rnase_site	0.000000	0.000000	0.000000
71.006363	phi1	1.000000	0.000000	0.000000
71.006363	proteinX	2.000000	2.000000	0.000000
71.006363	proteinX_rbs	0.000000	0.000000	0.000000
71.006363	ribosome	10.000000	0.000000	0.000000
71.006363	rnapol	1.000000	0.000000	0.000000
71.999377	__rnase	0.000000	0.000000	0.000000
71.999377	__rnase_site	0.000000	0.000000	0.000000
71.999377	phi1	1.000000	0.000000	0.000000
71.999377	proteinX	2.000000	2.000000	0.000000
71.999377	proteinX_rbs	0.000000	0.000000	0.000000
71.999377	ribosome	10.000000	0.000000	0.000000
71.999377	rnapol	1.000000	0.000000	0.000000
73.001704	__rnase	0.000000	0.000000	0.000000
73.001704	__rnase_site	0.000000	0.000000	0.000000
73.001704	phi1	1.000000	0.000000	0.000000
73.001704	proteinX	2.000000	2.000000	0.000000
73.001704	proteinX_rbs	0.000000	0.000000	0.000000
73.001704	ribosome	10.000000	0.000000	0.000000
73.001704	rnapol	1.000000	0.000000	0.000000
74.000181	__rnase	0.000000	0.000000	0.000000
74.000181	__rnase_site	0.000000	0.000000	0.000000
74.000181	phi1	0.000000	0.000000	0.000000
74.000181	proteinX	2.000000	2.000000	0.000000
74.000181	proteinX_rbs	0.000000	0.000000	0.000000
74.000181	ribosome	10.000000	0.000000	0.000000
74.000181	rnapol	0.000000	0.000000	0.000000
75.000449	__rnase	0.000000	0.000000	0.000000
75.000449	__rnase_site	0.000000	0.000000	0.000000
75.000449	phi1	1.000000	0.000000	0.000000
75.000449	proteinX	2.000000	2.000000	0.000000
75.000449	proteinX_rbs	0.000000	0.000000	0.000000
75.000449	ribosome	10.000000	0.000000	0.000000
75.000449	rnapol	0.000000	0.000000	0.000000
76.002328	__rnase	0.000000	0.000000	0.000000
76.002328	__rnase_site	0.000000	0.000000	0.000000
76.002328	phi1	1.000000	0.000000	0.000000
76.002328	proteinX	2.000000	2.000000	0.000000
76.002328	proteinX_rbs	0.000000	0.000000	0.000000
76.002328	ribosome	10.000000	0.000000	0.000000
76.002328	rnapol	0.000000	0.000000	0.000000
77.000335	__rnase	0.000000	0.000000	0.000000
77.000335	__rnase_site	1.000000	0.000000	0.000000
77.000335	phi1	1.000000	0.000000	0.000000
77.000335	proteinX	2.000000	3.000000	0.000000
77.000335	proteinX_rbs	1.000000	0.000000	0.000000
77.000335	ribosome	10.000000	0.000000	0.000000
77.000335	rnapol	0.000000	0.000000	0.000000
77.999170	__rnase	0.000000	0.000000	0.000000
77.999170	__rnase_site	1.000000	0.000000	0.000000
