time	species	count	transcript	ribo_density
77.999170	phi1	1.000000	0.000000	0.000000
77.999170	proteinX	2.000000	3.000000	0.000000
77.999170	proteinX_rbs	1.000000	0.000000	0.000000
77.999170	ribosome	10.000000	0.000000	0.000000
77.999170	rnapol	0.000000	0.000000	0.000000
79.002013	__rnase	0.000000	0.000000	0.000000
79.002013	__rnase_site	0.000000	0.000000	0.000000
79.002013	phi1	1.000000	0.000000	0.000000
79.002013	proteinX	2.000000	2.000000	0.000000
79.002013	proteinX_rbs	0.000000	0.000000	0.000000
79.002013	ribosome	10.000000	0.000000	0.000000
79.002013	rnapol	0.000000	0.000000	0.000000
80.001877	__rnase	0.000000	0.000000	0.000000
80.001877	__rnase_site	1.000000	0.000000	0.000000
80.001877	phi1	1.000000	0.000000	0.000000
80.001877	proteinX	2.000000	2.000000	0.000000
80.001877	proteinX_rbs	0.000000	0.000000	0.000000
80.001877	ribosome	10.000000	0.000000	0.000000
80.001877	rnapol	0.000000	0.000000	0.000000
80.999013	__rnase	0.000000	0.000000	0.000000
80.999013	__rnase_site	0.000000	0.000000	0.000000
80.999013	phi1	1.000000	0.000000	0.000000
80.999013	proteinX	2.000000	2.000000	0.000000
80.999013	proteinX_rbs	0.000000	0.000000	0.000000
80.999013	ribosome	10.000000	0.000000	0.000000
80.999013	rnapol	0.000000	0.000000	0.000000
82.000223	__rnase	0.000000	0.000000	0.000000
82.000223	__rnase_site	0.000000	0.000000	0.000000
82.000223	phi1	1.000000	0.000000	0.000000
82.000223	proteinX	2.000000	2.000000	0.000000
82.000223	proteinX_rbs	0.000000	0.000000	0.000000
82.000223	ribosome	10.000000	0.000000	0.000000
82.000223	rnapol	0.000000	0.000000	0.000000
82.999086	__rnase	0.000000	0.000000	0.000000
82.999086	__rnase_site	0.000000	0.000000	0.000000
82.999086	phi1	1.000000	0.000000	0.000000
82.999086	proteinX	2.000000	2.000000	0.000000
82.999086	proteinX_rbs	0.000000	0.000000	0.000000
82.999086	ribosome	10.000000	0.000000	0.000000
82.999086	rnapol	1.000000	0.000000	0.000000
84.000368	__rnase	0.000000	0.000000	0.000000
84.000368	__rnase_site	0.000000	0.000000	0.000000
84.000368	phi1	1.000000	0.000000	0.000000
84.000368	proteinX	2.000000	2.000000	0.000000
84.000368	proteinX_rbs	0.000000	0.000000	0.000000
84.000368	ribosome	10.000000	0.000000	0.000000
84.000368	rnapol	1.000000	0.000000	0.000000
85.001437	__rnase	0.000000	0.000000	0.000000
85.001437	__rnase_site	0.000000	0.000000	0.000000
85.001437	phi1	1.000000	0.000000	0.000000
85.001437	proteinX	2.000000	2.000000	0.000000
85.001437	proteinX_rbs	0.000000	0.000000	0.000000
85.001437	ribosome	10.000000	0.000000	0.000000
85.001437	rnapol	1.000000	0.000000	0.000000
85.999041	__rnase	0.000000	0.000000	0.000000
85.999041	__rnase_site	0.000000	0.000000	0.000000
85.999041	phi1	1.000000	0.000000	0.000000
85.999041	proteinX	2.000000	2.000000	0.000000
85.999041	proteinX_rbs	0.000000	0.000000	0.000000
85.999041	ribosome	10.000000	0.000000	0.000000
85.999041	rnapol	1.000000	0.000000	0.000000
87.001316	__rnase	0.000000	0.000000	0.000000
87.001316	__rnase_site	0.000000	0.000000	0.000000
87.001316	phi1	1.000000	0.000000	0.000000
87.001316	proteinX	2.000000	2.000000	0.000000
87.001316	proteinX_rbs	0.000000	0.000000	0.000000
87.001316	ribosome	10.000000	0.000000	0.000000
87.001316	rnapol	1.000000	0.000000	0.000000
87.999956	__rnase	0.000000	0.000000	0.000000
87.999956	__rnase_site	1.000000	0.000000	0.000000
87.999956	phi1	1.000000	0.000000	0.000000
87.999956	proteinX	2.000000	2.000000	0.000000
87.999956	proteinX_rbs	0.000000	0.000000	0.000000
87.999956	ribosome	10.000000	0.000000	0.000000
87.999956	rnapol	0.000000	0.000000	0.000000
88.999083	__rnase	0.000000	0.000000	0.000000
88.999083	__rnase_site	0.000000	0.000000	0.000000
88.999083	phi1	1.000000	0.000000	0.000000
88.999083	proteinX	2.000000	2.000000	0.000000
88.999083	proteinX_rbs	0.000000	0.000000	0.000000
88.999083	ribosome	10.000000	0.000000	0.000000
88.999083	rnapol	0.000000	0.000000	0.000000
90.004393	__rnase	0.000000	0.000000	0.000000
90.004393	__rnase_site	0.000000	0.000000	0.000000
90.004393	phi1	1.000000	0.000000	0.000000
90.004393	proteinX	2.000000	2.000000	0.000000
90.004393	proteinX_rbs	0.000000	0.000000	0.000000
90.004393	ribosome	10.000000	0.000000	0.000000
90.004393	rnapol	1.000000	0.000000	0.000000
91.000261	__rnase	0.000000	0.000000	0.000000
91.000261	__rnase_site	0.000000	0.000000	0.000000
91.000261	phi1	1.000000	0.000000	0.000000
91.000261	proteinX	2.000000	2.000000	0.000000
91.000261	proteinX_rbs	0.000000	0.000000	0.000000
91.000261	ribosome	10.000000	0.000000	0.000000
91.000261	rnapol	1.000000	0.000000	0.000000
92.000761	__rnase	0.000000	0.000000	0.000000
92.000761	__rnase_site	0.000000	0.000000	0.000000
92.000761	phi1	1.000000	0.000000	0.000000
92.000761	proteinX	2.000000	2.000000	0.000000
92.000761	proteinX_rbs	0.000000	0.000000	0.000000
92.000761	ribosome	10.000000	0.000000	0.000000
92.000761	rnapol	1.000000	0.000000	0.000000
93.002101	__rnase	0.000000	0.000000	0.000000
93.002101	__rnase_site	0.000000	0.000000	0.000000
93.002101	phi1	1.000000	0.000000	0.000000
93.002101	proteinX	2.000000	2.000000	0.000000
93.002101	proteinX_rbs	0.000000	0.000000	0.000000
93.002101	ribosome	10.000000	0.000000	0.000000
93.002101	rnapol	0.000000	0.000000	0.000000
94.003375	__rnase	0.000000	0.000000	0.000000
94.003375	__rnase_site	0.000000	0.000000	0.000000
94.003375	phi1	1.000000	0.000000	0.000000
94.003375	proteinX	2.000000	2.000000	0.000000
94.003375	proteinX_rbs	0.000000	0.000000	0.000000
94.003375	ribosome	10.000000	0.000000	0.000000
94.003375	rnapol	0.000000	0.000000	0.000000
95.001720	__rnase	0.000000	0.000000	0.000000
95.001720	__rnase_site	0.000000	0.000000	0.000000
95.001720	phi1	1.000000	0.000000	0.000000
95.001720	proteinX	2.000000	2.000000	0.000000
95.001720	proteinX_rbs	0.000000	0.000000	0.000000
95.001720	ribosome	10.000000	0.000000	0.000000
95.001720	rnapol	1.000000	0.000000	0.000000
96.002340	__rnase	0.000000	0.000000	0.000000
96.002340	__rnase_site	0.000000	0.000000	0.000000
96.002340	phi1	1.000000	0.000000	0.000000
96.002340	proteinX	2.000000	2.000000	0.000000
96.002340	proteinX_rbs	0.000000	0.000000	0.000000
96.002340	ribosome	10.000000	0.000000	0.000000
96.002340	rnapol	1.000000	0.000000	0.000000
97.000209	__rnase	0.000000	0.000000	0.000000
97.000209	__rnase_site	1.000000	0.000000	0.000000
97.000209	phi1	1.000000	0.000000	0.000000
97.000209	proteinX	2.000000	3.000000	0.000000
97.000209	proteinX_rbs	1.000000	0.000000	0.000000
97.000209	ribosome	10.000000	0.000000	0.000000
97.000209	rnapol	0.000000	0.000000	0.000000
97.999819	__rnase	0.000000	0.000000	0.000000
97.999819	__rnase_site	1.000000	0.000000	0.000000
97.999819	phi1	1.000000	0.000000	0.000000
97.999819	proteinX	2.000000	3.000000	0.000000
97.999819	proteinX_rbs	1.000000	0.000000	0.000000
97.999819	ribosome	10.000000	0.000000	0.000000
97.999819	rnapol	0.000000	0.000000	0.000000
99.001393	__rnase	0.000000	0.000000	0.000000
99.001393	__rnase_site	1.000000	0.000000	0.000000
99.001393	phi1	1.000000	0.000000	0.000000
99.001393	proteinX	2.000000	3.000000	0.000000
99.001393	proteinX_rbs	1.000000	0.000000	0.000000
99.001393	ribosome	10.000000	0.000000	0.000000
99.001393	rnapol	0.000000	0.000000	0.000000
100.000053	__rnase	0.000000	0.000000	0.000000
100.000053	__rnase_site	0.000000	0.000000	0.000000
100.000053	phi1	1.000000	0.000000	0.000000
100.000053	proteinX	2.000000	2.000000	0.000000
100.000053	proteinX_rbs	0.000000	0.000000	0.000000
100.000053	ribosome	10.000000	0.000000	0.000000
100.000053	rnapol	1.000000	0.000000	0.000000
100.999451	__rnase	0.000000	0.000000	0.000000
100.999451	__rnase_site	1.000000	0.000000	0.000000
100.999451	phi1	1.000000	0.000000	0.000000
100.999451	proteinX	2.000000	2.000000	0.000000
100.999451	proteinX_rbs	0.000000	0.000000	0.000000
100.999451	ribosome	10.000000	0.000000	0.000000
100.999451	rnapol	0.000000	0.000000	0.000000
102.000739	__rnase	0.000000	0.000000	0.000000
102.000739	__rnase_site	0.000000	0.000000	0.000000
102.000739	phi1	1.000000	0.000000	0.000000
102.000739	proteinX	2.000000	2.000000	0.000000
102.000739	proteinX_rbs	0.000000	0.000000	0.000000
102.000739	ribosome	10.000000	0.000000	0.000000
102.000739	rnapol	0.000000	0.000000	0.000000
102.999846	__rnase	0.000000	0.000000	0.000000
102.999846	__rnase_site	0.000000	0.000000	0.000000
102.999846	phi1	1.000000	0.000000	0.000000
102.999846	proteinX	2.000000	2.000000	0.000000
102.999846	proteinX_rbs	0.000000	0.000000	0.000000
102.999846	ribosome	10.000000	0.000000	0.000000
102.999846	rnapol	0.000000	0.000000	0.000000
103.999956	__rnase	0.000000	0.000000	0.000000
103.999956	__rnase_site	0.000000	0.000000	0.000000
103.999956	phi1	0.000000	0.000000	0.000000
103.999956	proteinX	2.000000	2.000000	0.000000
103.999956	proteinX_rbs	0.000000	0.000000	0.000000
103.999956	ribosome	10.000000	0.000000	0.000000
103.999956	rnapol	0.000000	0.000000	0.000000
105.001010	__rnase	0.000000	0.000000	0.000000
105.001010	__rnase_site	0.000000	0.000000	0.000000
105.001010	phi1	1.000000	0.000000	0.000000
105.001010	proteinX	2.000000	2.000000	0.000000
105.001010	proteinX_rbs	0.000000	0.000000	0.000000
105.001010	ribosome	10.000000	0.000000	0.000000
105.001010	rnapol	0.000000	0.000000	0.000000
105.999854	__rnase	0.000000	0.000000	0.000000
105.999854	__rnase_site	0.000000	0.000000	0.000000
105.999854	phi1	1.000000	0.000000	0.000000
105.999854	proteinX	2.000000	2.000000	0.000000
105.999854	proteinX_rbs	0.000000	0.000000	0.000000
105.999854	ribosome	10.000000	0.000000	0.000000
105.999854	rnapol	0.000000	0.000000	0.000000
106.999846	__rnase	0.000000	0.000000	0.000000
106.999846	__rnase_site	0.000000	0.000000	0.000000
106.999846	phi1	1.000000	0.000000	0.000000
106.999846	proteinX	2.000000	2.000000	0.000000
106.999846	proteinX_rbs	0.000000	0.000000	0.000000
106.999846	ribosome	10.000000	0.000000	0.000000
106.999846	rnapol	0.000000	0.000000	0.000000
107.999146	__rnase	0.000000	0.000000	0.000000
107.999146	__rnase_site	1.000000	0.000000	0.000000
107.999146	phi1	1.000000	0.000000	0.000000
107.999146	proteinX	2.000000	3.000000	0.000000
107.999146	proteinX_rbs	1.000000	0.000000	0.000000
107.999146	ribosome	10.000000	0.000000	0.000000
107.999146	rnapol	0.000000	0.000000	0.000000
109.000013	__rnase	0.000000	0.000000	0.000000
109.000013	__rnase_site	0.000000	0.000000	0.000000
109.000013	phi1	1.000000	0.000000	0.000000
109.000013	proteinX	2.000000	2.000000	0.000000
109.000013	proteinX_rbs	0.000000	0.000000	0.000000
109.000013	ribosome	10.000000	0.000000	0.000000
109.000013	rnapol	0.000000	0.000000	0.000000
110.001515	__rnase	0.000000	0.000000	0.000000
110.001515	__rnase_site	0.000000	0.000000	0.000000
110.001515	phi1	0.000000	0.000000	0.000000
110.001515	proteinX	2.000000	2.000000	0.000000
110.001515	proteinX_rbs	0.000000	0.000000	0.000000
110.001515	ribosome	10.000000	0.000000	0.000000
110.001515	rnapol	0.000000	0.000000	0.000000
111.001949	__rnase	0.000000	0.000000	0.000000
111.001949	__rnase_site	1.000000	0.000000	0.000000
111.001949	phi1	1.000000	0.000000	0.000000
111.001949	proteinX	2.000000	3.000000	0.333333
111.001949	proteinX_rbs	0.000000	0.000000	0.000000
111.001949	ribosome	9.000000	0.000000	0.000000
111.001949	rnapol	0.000000	0.000000	0.000000
112.001106	__rnase	0.000000	0.000000	0.000000
112.001106	__rnase_site	0.000000	0.000000	0.000000
112.001106	phi1	1.000000	0.000000	0.000000
112.001106	proteinX	2.000000	3.000000	0.333333
112.001106	proteinX_rbs	0.000000	0.000000	0.000000
112.001106	ribosome	9.000000	0.000000	0.000000
112.001106	rnapol	0.000000	0.000000	0.000000
113.000495	__rnase	0.000000	0.000000	0.000000
113.000495	__rnase_site	0.000000	0.000000	0.000000
113.000495	phi1	1.000000	0.000000	0.000000
113.000495	proteinX	2.000000	3.000000	0.333333
113.000495	proteinX_rbs	0.000000	0.000000	0.000000
113.000495	ribosome	9.000000	0.000000	0.000000
113.000495	rnapol	0.000000	0.000000	0.000000
113.999632	__rnase	0.000000	0.000000	0.000000
113.999632	__rnase_site	0.000000	0.000000	0.000000
113.999632	phi1	1.000000	0.000000	0.000000
113.999632	proteinX	3.000000	3.000000	0.000000
113.999632	proteinX_rbs	0.000000	0.000000	0.000000
113.999632	ribosome	10.000000	0.000000	0.000000
113.999632	rnapol	0.000000	0.000000	0.000000
114.999252	__rnase	0.000000	0.000000	0.000000
114.999252	__rnase_site	0.000000	0.000000	0.000000
114.999252	phi1	1.000000	0.000000	0.000000
114.999252	proteinX	3.000000	3.000000	0.000000
114.999252	proteinX_rbs	0.000000	0.000000	0.000000
114.999252	ribosome	10.000000	0.000000	0.000000
114.999252	rnapol	0.000000	0.000000	0.000000
116.004367	__rnase	0.000000	0.000000	0.000000
116.004367	__rnase_site	0.000000	0.000000	0.000000
116.004367	phi1	1.000000	0.000000	0.000000
116.004367	proteinX	3.000000	3.000000	0.000000
116.004367	proteinX_rbs	0.000000	0.000000	0.000000
116.004367	ribosome	10.000000	0.000000	0.000000
116.004367	rnapol	0.000000	0.000000	0.000000
117.003855	__rnase	0.000000	0.000000	0.000000
117.003855	__rnase_site	0.000000	0.000000	0.000000
117.003855	phi1	1.000000	0.000000	0.000000
117.003855	proteinX	3.000000	3.000000	0.000000
117.003855	proteinX_rbs	0.000000	0.000000	0.000000
117.003855	ribosome	10.000000	0.000000	0.000000
117.003855	rnapol	1.000000	0.000000	0.000000
118.000322	__rnase	0.000000	0.000000	0.000000
118.000322	__rnase_site	0.000000	0.000000	0.000000
118.000322	phi1	1.000000	0.000000	0.000000
118.000322	proteinX	3.000000	3.000000	0.000000
118.000322	proteinX_rbs	0.000000	0.000000	0.000000
118.000322	ribosome	10.000000	0.000000	0.000000
118.000322	rnapol	1.000000	0.000000	0.000000
119.000393	__rnase	0.000000	0.000000	0.000000
119.000393	__rnase_site	0.000000	0.000000	0.000000
119.000393	phi1	1.000000	0.000000	0.000000
119.000393	proteinX	3.000000	3.000000	0.000000
119.000393	proteinX_rbs	0.000000	0.000000	0.000000
119.000393	ribosome	10.000000	0.000000	0.000000
119.000393	rnapol	1.000000	0.000000	0.000000
119.999457	__rnase	0.000000	0.000000	0.000000
119.999457	__rnase_site	0.000000	0.000000	0.000000
119.999457	phi1	1.000000	0.000000	0.000000
119.999457	proteinX	3.000000	3.000000	0.000000
119.999457	proteinX_rbs	0.000000	0.000000	0.000000
119.999457	ribosome	10.000000	0.000000	0.000000
119.999457	rnapol	1.000000	0.000000	0.000000
120.999838	__rnase	0.000000	0.000000	0.000000
120.999838	__rnase_site	0.000000	0.000000	0.000000
120.999838	phi1	0.000000	0.000000	0.000000
120.999838	proteinX	3.000000	3.000000	0.000000
120.999838	proteinX_rbs	0.000000	0.000000	0.000000
120.999838	ribosome	10.000000	0.000000	0.000000
120.999838	rnapol	0.000000	0.000000	0.000000
121.999226	__rnase	0.000000	0.000000	0.000000
121.999226	__rnase_site	0.000000	0.000000	0.000000
121.999226	phi1	1.000000	0.000000	0.000000
121.999226	proteinX	3.000000	3.000000	0.000000
121.999226	proteinX_rbs	0.000000	0.000000	0.000000
121.999226	ribosome	10.000000	0.000000	0.000000
121.999226	rnapol	0.000000	0.000000	0.000000
122.999786	__rnase	0.000000	0.000000	0.000000
122.999786	__rnase_site	0.000000	0.000000	0.000000
122.999786	phi1	1.000000	0.000000	0.000000
122.999786	proteinX	3.000000	3.000000	0.000000
122.999786	proteinX_rbs	0.000000	0.000000	0.000000
122.999786	ribosome	10.000000	0.000000	0.000000
122.999786	rnapol	0.000000	0.000000	0.000000
123.999550	__rnase	0.000000	0.000000	0.000000
123.999550	__rnase_site	0.000000	0.000000	0.000000
123.999550	phi1	1.000000	0.000000	0.000000
123.999550	proteinX	3.000000	3.000000	0.000000
123.999550	proteinX_rbs	0.000000	0.000000	0.000000
123.999550	ribosome	10.000000	0.000000	0.000000
123.999550	rnapol	1.000000	0.000000	0.000000
124.999136	__rnase	0.000000	0.000000	0.000000
124.999136	__rnase_site	0.000000	0.000000	0.000000
124.999136	phi1	1.000000	0.000000	0.000000
124.999136	proteinX	3.000000	3.000000	0.000000
124.999136	proteinX_rbs	0.000000	0.000000	0.000000
124.999136	ribosome	10.000000	0.000000	0.000000
124.999136	rnapol	1.000000	0.000000	0.000000
125.999196	__rnase	0.000000	0.000000	0.000000
125.999196	__rnase_site	0.000000	0.000000	0.000000
125.999196	phi1	1.000000	0.000000	0.000000
125.999196	proteinX	3.000000	3.000000	0.000000
125.999196	proteinX_rbs	0.000000	0.000000	0.000000
125.999196	ribosome	10.000000	0.000000	0.000000
125.999196	rnapol	0.000000	0.000000	0.000000
126.999249	__rnase	0.000000	0.000000	0.000000
126.999249	__rnase_site	0.000000	0.000000	0.000000
126.999249	phi1	1.000000	0.000000	0.000000
126.999249	proteinX	3.000000	3.000000	0.000000
126.999249	proteinX_rbs	0.000000	0.000000	0.000000
126.999249	ribosome	10.000000	0.000000	0.000000
126.999249	rnapol	0.000000	0.000000	0.000000
127.999112	__rnase	0.000000	0.000000	0.000000
127.999112	__rnase_site	0.000000	0.000000	0.000000
127.999112	phi1	1.000000	0.000000	0.000000
127.999112	proteinX	3.000000	3.000000	0.000000
127.999112	proteinX_rbs	0.000000	0.000000	0.000000
127.999112	ribosome	10.000000	0.000000	0.000000
127.999112	rnapol	1.000000	0.000000	0.000000
128.999149	__rnase	0.000000	0.000000	0.000000
128.999149	__rnase_site	0.000000	0.000000	0.000000
128.999149	phi1	1.000000	0.000000	0.000000
128.999149	proteinX	3.000000	3.000000	0.000000
128.999149	proteinX_rbs	0.000000	0.000000	0.000000
128.999149	ribosome	10.000000	0.000000	0.000000
128.999149	rnapol	1.000000	0.000000	0.000000
130.000971	__rnase	0.000000	0.000000	0.000000
130.000971	__rnase_site	0.000000	0.000000	0.000000
130.000971	phi1	1.000000	0.000000	0.000000
130.000971	proteinX	3.000000	3.000000	0.000000
130.000971	proteinX_rbs	0.000000	0.000000	0.000000
130.000971	ribosome	10.000000	0.000000	0.000000
130.000971	rnapol	1.000000	0.000000	0.000000
130.999593	__rnase	0.000000	0.000000	0.000000
130.999593	__rnase_site	0.000000	0.000000	0.000000
130.999593	phi1	1.000000	0.000000	0.000000
130.999593	proteinX	3.000000	3.000000	0.000000
130.999593	proteinX_rbs	0.000000	0.000000	0.000000
130.999593	ribosome	10.000000	0.000000	0.000000
130.999593	rnapol	0.000000	0.000000	0.000000
132.005753	__rnase	0.000000	0.000000	0.000000
132.005753	__rnase_site	0.000000	0.000000	0.000000
132.005753	phi1	1.000000	0.000000	0.000000
132.005753	proteinX	3.000000	3.000000	0.000000
132.005753	proteinX_rbs	0.000000	0.000000	0.000000
132.005753	ribosome	10.000000	0.000000	0.000000
132.005753	rnapol	0.000000	0.000000	0.000000
132.999040	__rnase	0.000000	0.000000	0.000000
132.999040	__rnase_site	0.000000	0.000000	0.000000
132.999040	phi1	1.000000	0.000000	0.000000
132.999040	proteinX	3.000000	3.000000	0.000000
132.999040	proteinX_rbs	0.000000	0.000000	0.000000
132.999040	ribosome	10.000000	0.000000	0.000000
132.999040	rnapol	0.000000	0.000000	0.000000
133.999952	__rnase	0.000000	0.000000	0.000000
133.999952	__rnase_site	0.000000	0.000000	0.000000
133.999952	phi1	1.000000	0.000000	0.000000
133.999952	proteinX	3.000000	3.000000	0.000000
133.999952	proteinX_rbs	0.000000	0.000000	0.000000
133.999952	ribosome	10.000000	0.000000	0.000000
133.999952	rnapol	1.000000	0.000000	0.000000
135.002411	__rnase	0.000000	0.000000	0.000000
135.002411	__rnase_site	0.000000	0.000000	0.000000
135.002411	phi1	1.000000	0.000000	0.000000
135.002411	proteinX	3.000000	3.000000	0.000000
135.002411	proteinX_rbs	0.000000	0.000000	0.000000
135.002411	ribosome	10.000000	0.000000	0.000000
135.002411	rnapol	1.000000	0.000000	0.000000
135.999630	__rnase	0.000000	0.000000	0.000000
135.999630	__rnase_site	0.000000	0.000000	0.000000
135.999630	phi1	1.000000	0.000000	0.000000
135.999630	proteinX	3.000000	3.000000	0.000000
135.999630	proteinX_rbs	0.000000	0.000000	0.000000
135.999630	ribosome	10.000000	0.000000	0.000000
135.999630	rnapol	0.000000	0.000000	0.000000
136.999068	__rnase	0.000000	0.000000	0.000000
136.999068	__rnase_site	0.000000	0.000000	0.000000
136.999068	phi1	1.000000	0.000000	0.000000
136.999068	proteinX	3.000000	3.000000	0.000000
136.999068	proteinX_rbs	0.000000	0.000000	0.000000
136.999068	ribosome	10.000000	0.000000	0.000000
136.999068	rnapol	0.000000	0.000000	0.000000
137.999545	__rnase	0.000000	0.000000	0.000000
137.999545	__rnase_site	0.000000	0.000000	0.000000
137.999545	phi1	1.000000	0.000000	0.000000
137.999545	proteinX	3.000000	3.000000	0.000000
137.999545	proteinX_rbs	0.000000	0.000000	0.000000
137.999545	ribosome	10.000000	0.000000	0.000000
137.999545	rnapol	1.000000	0.000000	0.000000
139.001739	__rnase	0.000000	0.000000	0.000000
139.001739	__rnase_site	0.000000	0.000000	0.000000
139.001739	phi1	1.000000	0.000000	0.000000
139.001739	proteinX	3.000000	3.000000	0.000000
139.001739	proteinX_rbs	0.000000	0.000000	0.000000
139.001739	ribosome	10.000000	0.000000	0.000000
139.001739	rnapol	1.000000	0.000000	0.000000
139.999547	__rnase	0.000000	0.000000	0.000000
139.999547	__rnase_site	0.000000	0.000000	0.000000
139.999547	phi1	1.000000	0.000000	0.000000
139.999547	proteinX	3.000000	3.000000	0.000000
139.999547	proteinX_rbs	0.000000	0.000000	0.000000
139.999547	ribosome	10.000000	0.000000	0.000000
139.999547	rnapol	1.000000	0.000000	0.000000
141.001221	__rnase	0.000000	0.000000	0.000000
141.001221	__rnase_site	1.000000	0.000000	0.000000
141.001221	phi1	1.000000	0.000000	0.000000
141.001221	proteinX	3.000000	4.000000	0.000000
141.001221	proteinX_rbs	1.000000	0.000000	0.000000
141.001221	ribosome	10.000000	0.000000	0.000000
141.001221	rnapol	0.000000	0.000000	0.000000
141.999572	__rnase	0.000000	0.000000	0.000000
141.999572	__rnase_site	0.000000	0.000000	0.000000
141.999572	phi1	1.000000	0.000000	0.000000
141.999572	proteinX	3.000000	4.000000	0.000000
141.999572	proteinX_rbs	1.000000	0.000000	0.000000
141.999572	ribosome	10.000000	0.000000	0.000000
141.999572	rnapol	0.000000	0.000000	0.000000
142.999951	__rnase	0.000000	0.000000	0.000000
142.999951	__rnase_site	0.000000	0.000000	0.000000
142.999951	phi1	1.000000	0.000000	0.000000
142.999951	proteinX	3.000000	3.000000	0.000000
142.999951	proteinX_rbs	0.000000	0.000000	0.000000
142.999951	ribosome	10.000000	0.000000	0.000000
142.999951	rnapol	1.000000	0.000000	0.000000
144.000831	__rnase	0.000000	0.000000	0.000000
144.000831	__rnase_site	1.000000	0.000000	0.000000
144.000831	phi1	1.000000	0.000000	0.000000
144.000831	proteinX	3.000000	4.000000	0.000000
144.000831	proteinX_rbs	1.000000	0.000000	0.000000
144.000831	ribosome	10.000000	0.000000	0.000000
144.000831	rnapol	0.000000	0.000000	0.000000
144.999831	__rnase	0.000000	0.000000	0.000000
144.999831	__rnase_site	0.000000	0.000000	0.000000
144.999831	phi1	1.000000	0.000000	0.000000
144.999831	proteinX	3.000000	3.000000	0.000000
144.999831	proteinX_rbs	0.000000	0.000000	0.000000
144.999831	ribosome	10.000000	0.000000	0.000000
144.999831	rnapol	0.000000	0.000000	0.000000
145.999017	__rnase	0.000000	0.000000	0.000000
145.999017	__rnase_site	0.000000	0.000000	0.000000
145.999017	phi1	1.000000	0.000000	0.000000
145.999017	proteinX	3.000000	3.000000	0.000000
145.999017	proteinX_rbs	0.000000	0.000000	0.000000
145.999017	ribosome	10.000000	0.000000	0.000000
145.999017	rnapol	1.000000	0.000000	0.000000
146.999086	__rnase	0.000000	0.000000	0.000000
146.999086	__rnase_site	0.000000	0.000000	0.000000
146.999086	phi1	1.000000	0.000000	0.000000
146.999086	proteinX	3.000000	3.000000	0.000000
146.999086	proteinX_rbs	0.000000	0.000000	0.000000
146.999086	ribosome	10.000000	0.000000	0.000000
146.999086	rnapol	1.000000	0.000000	0.000000
147.999272	__rnase	0.000000	0.000000	0.000000
147.999272	__rnase_site	0.000000	0.000000	0.000000
147.999272	phi1	1.000000	0.000000	0.000000
147.999272	proteinX	3.000000	3.000000	0.000000
147.999272	proteinX_rbs	0.000000	0.000000	0.000000
147.999272	ribosome	10.000000	0.000000	0.000000
147.999272	rnapol	1.000000	0.000000	0.000000
148.999460	__rnase	0.000000	0.000000	0.000000
148.999460	__rnase_site	0.000000	0.000000	0.000000
148.999460	phi1	1.000000	0.000000	0.000000
148.999460	proteinX	3.000000	3.000000	0.000000
148.999460	proteinX_rbs	0.000000	0.000000	0.000000
148.999460	ribosome	10.000000	0.000000	0.000000
148.999460	rnapol	1.000000	0.000000	0.000000
149.999341	__rnase	0.000000	0.000000	0.000000
149.999341	__rnase_site	1.000000	0.000000	0.000000
149.999341	phi1	1.000000	0.000000	0.000000
149.999341	proteinX	3.000000	3.000000	0.000000
149.999341	proteinX_rbs	0.000000	0.000000	0.000000
149.999341	ribosome	10.000000	0.000000	0.000000
149.999341	rnapol	0.000000	0.000000	0.000000
150.999286	__rnase	0.000000	0.000000	0.000000
150.999286	__rnase_site	0.000000	0.000000	0.000000
150.999286	phi1	1.000000	0.000000	0.000000
150.999286	proteinX	3.000000	3.000000	0.000000
150.999286	proteinX_rbs	0.000000	0.000000	0.000000
150.999286	ribosome	10.000000	0.000000	0.000000
150.999286	rnapol	0.000000	0.000000	0.000000
152.001933	__rnase	0.000000	0.000000	0.000000
152.001933	__rnase_site	0.000000	0.000000	0.000000
152.001933	phi1	1.000000	0.000000	0.000000
152.001933	proteinX	3.000000	3.000000	0.000000
152.001933	proteinX_rbs	0.000000	0.000000	0.000000
152.001933	ribosome	10.000000	0.000000	0.000000
152.001933	rnapol	0.000000	0.000000	0.000000
152.999602	__rnase	0.000000	0.000000	0.000000
152.999602	__rnase_site	0.000000	0.000000	0.000000
152.999602	phi1	0.000000	0.000000	0.000000
152.999602	proteinX	3.000000	3.000000	0.000000
152.999602	proteinX_rbs	0.000000	0.000000	0.000000
152.999602	ribosome	10.000000	0.000000	0.000000
152.999602	rnapol	0.000000	0.000000	0.000000
153.999101	__rnase	0.000000	0.000000	0.000000
153.999101	__rnase_site	1.000000	0.000000	0.000000
153.999101	phi1	1.000000	0.000000	0.000000
153.999101	proteinX	3.000000	4.000000	0.000000
153.999101	proteinX_rbs	1.000000	0.000000	0.000000
153.999101	ribosome	10.000000	0.000000	0.000000
153.999101	rnapol	0.000000	0.000000	0.000000
155.000620	__rnase	0.000000	0.000000	0.000000
155.000620	__rnase_site	0.000000	0.000000	0.000000
155.000620	phi1	1.000000	0.000000	0.000000
155.000620	proteinX	3.000000	3.000000	0.000000
155.000620	proteinX_rbs	0.000000	0.000000	0.000000
155.000620	ribosome	10.000000	0.000000	0.000000
